date,session_key,pressure,humidity,wind_direction,air_temperature,wind_speed,meeting_key,track_temperature,rainfall
2025-05-04T19:06:44.804000+00:00,10033,1012.0,68.0,34,26.5,0.8,1259,39.9,0
2025-05-04T19:07:44.839000+00:00,10033,1012.1,67.0,12,26.5,1.6,1259,40.6,0
2025-05-04T19:08:44.869000+00:00,10033,1012.2,68.0,343,26.6,1.9,1259,40.7,0
2025-05-04T19:09:44.857000+00:00,10033,1012.1,68.0,308,26.7,1.2,1259,41.7,0
2025-05-04T19:10:44.860000+00:00,10033,1012.3,68.0,313,26.8,1.4,1259,42.2,0
2025-05-04T19:11:44.893000+00:00,10033,1012.2,69.0,329,26.9,0.8,1259,42.1,0
2025-05-04T19:12:44.903000+00:00,10033,1012.3,66.0,283,26.9,1.6,1259,42.6,0
2025-05-04T19:13:44.912000+00:00,10033,1012.3,67.0,311,27.0,1.2,1259,43.2,0
2025-05-04T19:14:44.912000+00:00,10033,1012.2,66.0,309,27.0,2.0,1259,43.2,0
2025-05-04T19:15:44.923000+00:00,10033,1012.1,66.0,285,27.1,1.8,1259,43.1,0
2025-05-04T19:16:44.942000+00:00,10033,1012.1,67.0,328,27.1,1.0,1259,43.2,0
2025-05-04T19:17:44.943000+00:00,10033,1012.1,65.0,103,27.2,0.8,1259,42.7,0
2025-05-04T19:18:44.943000+00:00,10033,1012.1,65.0,108,27.3,1.3,1259,43.0,0
2025-05-04T19:19:44.947000+00:00,10033,1012.1,65.0,67,27.4,0.9,1259,43.0,0
2025-05-04T19:20:44.962000+00:00,10033,1012.2,66.0,80,27.6,0.8,1259,42.9,0
2025-05-04T19:21:44.984000+00:00,10033,1012.2,65.0,98,27.8,1.4,1259,44.1,0
2025-05-04T19:22:44.979000+00:00,10033,1012.4,63.0,66,28.0,1.5,1259,44.5,0
2025-05-04T19:23:44.986000+00:00,10033,1012.5,63.0,0,27.9,0.7,1259,44.5,0
2025-05-04T19:24:44.984000+00:00,10033,1012.5,59.0,89,27.9,0.4,1259,45.2,0
2025-05-04T19:25:44.986000+00:00,10033,1012.5,60.0,7,27.8,1.4,1259,44.6,0
2025-05-04T19:26:45.008000+00:00,10033,1012.6,59.0,3,27.7,1.4,1259,43.3,0
2025-05-04T19:27:45.010000+00:00,10033,1012.5,59.0,339,27.6,1.1,1259,42.8,0
2025-05-04T19:28:45.039000+00:00,10033,1012.5,59.0,43,27.6,0.8,1259,41.9,0
2025-05-04T19:29:45.047000+00:00,10033,1012.5,59.0,95,27.5,1.6,1259,43.2,0
2025-05-04T19:30:45.047000+00:00,10033,1012.5,60.0,64,27.3,2.4,1259,40.7,0
2025-05-04T19:31:45.024000+00:00,10033,1012.6,61.0,70,27.2,1.2,1259,39.8,0
2025-05-04T19:32:45.041000+00:00,10033,1012.5,59.0,65,27.1,1.7,1259,39.8,0
2025-05-04T19:33:45.039000+00:00,10033,1012.5,62.0,354,27.0,2.0,1259,40.8,0
2025-05-04T19:34:45.064000+00:00,10033,1012.6,63.0,121,26.9,1.3,1259,43.2,0
2025-05-04T19:35:45.064000+00:00,10033,1012.5,63.0,105,26.9,1.7,1259,43.9,0
2025-05-04T19:36:45.077000+00:00,10033,1012.6,64.0,120,26.9,2.0,1259,43.6,0
2025-05-04T19:37:45.080000+00:00,10033,1012.6,63.0,109,27.0,2.0,1259,43.6,0
2025-05-04T19:38:45.115000+00:00,10033,1012.7,63.0,95,27.1,2.4,1259,42.8,0
2025-05-04T19:39:45.128000+00:00,10033,1012.8,63.0,82,27.1,1.6,1259,42.6,0
2025-05-04T19:40:45.128000+00:00,10033,1012.7,64.0,0,27.1,0.9,1259,41.8,0
2025-05-04T19:41:45.102000+00:00,10033,1012.8,64.0,0,27.1,1.0,1259,41.8,0
2025-05-04T19:42:45.129000+00:00,10033,1012.8,63.0,358,27.0,0.7,1259,42.0,0
2025-05-04T19:43:45.125000+00:00,10033,1012.7,63.0,351,26.9,1.0,1259,41.7,0
2025-05-04T19:44:45.136000+00:00,10033,1012.7,64.0,349,26.8,2.3,1259,40.7,0
2025-05-04T19:45:45.152000+00:00,10033,1012.7,65.0,10,26.7,1.4,1259,40.3,0
2025-05-04T19:46:45.170000+00:00,10033,1012.8,65.0,99,26.5,0.5,1259,40.3,0
2025-05-04T19:47:45.174000+00:00,10033,1012.8,66.0,105,26.5,1.2,1259,40.3,0
2025-05-04T19:48:45.160000+00:00,10033,1012.7,65.0,337,26.4,0.5,1259,40.3,0
2025-05-04T19:49:45.195000+00:00,10033,1012.7,65.0,330,26.4,1.8,1259,40.3,0
2025-05-04T19:50:45.195000+00:00,10033,1012.7,65.0,2,26.4,1.8,1259,40.2,0
2025-05-04T19:51:45.217000+00:00,10033,1012.8,65.0,307,26.3,1.3,1259,40.2,0
2025-05-04T19:52:45.217000+00:00,10033,1012.7,64.0,324,26.3,1.2,1259,37.4,0
2025-05-04T19:53:45.246000+00:00,10033,1012.6,63.0,68,26.2,1.1,1259,37.4,0
2025-05-04T19:54:45.256000+00:00,10033,1012.6,64.0,104,26.1,1.3,1259,39.8,0
2025-05-04T19:55:45.245000+00:00,10033,1012.6,64.0,0,26.1,0.6,1259,39.8,0
2025-05-04T19:56:45.258000+00:00,10033,1012.5,65.0,161,26.1,0.7,1259,39.4,0
2025-05-04T19:57:45.268000+00:00,10033,1012.6,65.0,245,26.1,0.3,1259,40.0,0
2025-05-04T19:58:45.288000+00:00,10033,1012.6,64.0,310,26.2,0.4,1259,40.8,0
2025-05-04T19:59:45.299000+00:00,10033,1012.5,64.0,0,26.3,0.4,1259,40.9,0
2025-05-04T20:00:45.299000+00:00,10033,1012.5,64.0,15,26.3,0.6,1259,40.9,0
2025-05-04T20:01:45.299000+00:00,10033,1012.5,65.0,283,26.3,1.2,1259,39.8,0
2025-05-04T20:02:45.301000+00:00,10033,1012.5,65.0,283,26.3,1.2,1259,39.8,0
2025-05-04T20:03:45.310000+00:00,10033,1012.5,65.0,243,26.3,1.2,1259,39.7,0
2025-05-04T20:04:45.321000+00:00,10033,1012.4,64.0,147,26.4,1.3,1259,40.0,0
2025-05-04T20:05:45.337000+00:00,10033,1012.3,64.0,105,26.4,1.2,1259,40.3,0
2025-05-04T20:06:45.342000+00:00,10033,1012.4,62.0,89,26.5,1.2,1259,40.1,0
2025-05-04T20:07:45.348000+00:00,10033,1012.3,63.0,219,26.7,0.8,1259,39.8,0
2025-05-04T20:08:45.351000+00:00,10033,1012.3,62.0,10,26.7,0.7,1259,39.1,0
2025-05-04T20:09:45.337000+00:00,10033,1012.4,63.0,4,26.6,0.4,1259,39.0,0
2025-05-04T20:10:45.361000+00:00,10033,1012.5,63.0,10,26.5,1.4,1259,38.6,0
2025-05-04T20:11:45.377000+00:00,10033,1012.5,64.0,229,26.4,1.3,1259,38.5,0
2025-05-04T20:12:45.377000+00:00,10033,1012.5,64.0,0,26.4,0.0,1259,38.4,0
2025-05-04T20:13:45.381000+00:00,10033,1012.6,65.0,355,26.5,1.0,1259,38.5,0
2025-05-04T20:14:45.386000+00:00,10033,1012.5,64.0,346,26.6,0.8,1259,38.9,0
2025-05-04T20:15:45.399000+00:00,10033,1012.6,63.0,0,26.6,0.7,1259,38.9,0
2025-05-04T20:16:45.401000+00:00,10033,1012.5,63.0,189,26.6,0.9,1259,38.9,0
2025-05-04T20:17:45.389000+00:00,10033,1012.4,62.0,302,26.7,1.0,1259,38.9,0
2025-05-04T20:18:45.385000+00:00,10033,1012.6,61.0,40,26.7,1.0,1259,39.0,0
2025-05-04T20:19:45.384000+00:00,10033,1012.6,62.0,324,26.7,1.4,1259,38.9,0
2025-05-04T20:20:45.390000+00:00,10033,1012.6,62.0,338,26.6,1.3,1259,38.5,0
2025-05-04T20:21:45.392000+00:00,10033,1012.6,62.0,95,26.6,1.1,1259,38.5,0
2025-05-04T20:22:45.381000+00:00,10033,1012.5,62.0,356,26.6,1.1,1259,38.4,0
2025-05-04T20:23:45.409000+00:00,10033,1012.5,62.0,296,26.8,0.5,1259,38.2,0
2025-05-04T20:24:45.407000+00:00,10033,1012.5,62.0,28,26.7,1.4,1259,38.2,0
2025-05-04T20:25:45.417000+00:00,10033,1012.4,62.0,270,26.6,1.4,1259,38.1,0
2025-05-04T20:26:45.463000+00:00,10033,1012.4,63.0,235,26.6,0.8,1259,37.6,0
2025-05-04T20:27:45.456000+00:00,10033,1012.4,63.0,193,26.5,0.8,1259,37.6,0
2025-05-04T20:28:45.462000+00:00,10033,1012.3,63.0,282,26.5,0.6,1259,37.7,0
2025-05-04T20:29:45.458000+00:00,10033,1012.5,62.0,306,26.6,0.6,1259,37.7,0
2025-05-04T20:30:45.448000+00:00,10033,1012.4,63.0,332,26.5,0.7,1259,37.6,0
2025-05-04T20:31:45.459000+00:00,10033,1012.5,63.0,247,26.7,0.7,1259,37.6,0
2025-05-04T20:32:45.447000+00:00,10033,1012.5,61.0,283,26.8,0.6,1259,37.8,0
2025-05-04T20:33:45.458000+00:00,10033,1012.4,61.0,343,26.8,0.7,1259,38.0,0
2025-05-04T20:34:45.465000+00:00,10033,1012.5,61.0,291,26.8,0.8,1259,37.9,0
2025-05-04T20:35:45.476000+00:00,10033,1012.3,61.0,306,26.6,0.6,1259,37.6,0
2025-05-04T20:36:45.501000+00:00,10033,1012.3,61.0,318,26.5,0.9,1259,37.6,0
2025-05-04T20:37:45.498000+00:00,10033,1012.2,61.0,267,26.6,0.9,1259,37.8,0
2025-05-04T20:38:45.491000+00:00,10033,1012.1,61.0,266,26.7,0.7,1259,37.8,0
2025-05-04T20:39:45.512000+00:00,10033,1012.0,60.0,204,26.8,0.4,1259,37.8,0
2025-05-04T20:40:45.510000+00:00,10033,1012.0,59.0,159,26.8,0.0,1259,37.9,0
2025-05-04T20:41:45.555000+00:00,10033,1012.0,59.0,259,26.8,0.8,1259,37.7,0
2025-05-04T20:42:45.564000+00:00,10033,1011.9,59.0,250,26.8,0.8,1259,37.7,0
2025-05-04T20:43:45.564000+00:00,10033,1011.9,60.0,326,26.8,0.9,1259,37.5,0
2025-05-04T20:44:45.581000+00:00,10033,1011.9,60.0,336,26.7,0.8,1259,37.3,0
2025-05-04T20:45:45.574000+00:00,10033,1011.9,60.0,314,26.6,0.8,1259,37.2,0
2025-05-04T20:46:45.594000+00:00,10033,1011.8,59.0,323,26.6,1.3,1259,37.0,0
2025-05-04T20:47:45.603000+00:00,10033,1011.8,59.0,316,26.6,1.7,1259,36.9,0
2025-05-04T20:48:45.625000+00:00,10033,1012.0,60.0,293,26.6,1.4,1259,36.6,0
2025-05-04T20:49:45.598000+00:00,10033,1012.0,61.0,302,26.6,0.9,1259,36.4,1
2025-05-04T20:50:45.620000+00:00,10033,1011.9,61.0,315,26.6,1.0,1259,36.4,1
2025-05-04T20:51:45.630000+00:00,10033,1011.9,60.0,331,26.5,1.0,1259,36.4,1
2025-05-04T20:52:45.627000+00:00,10033,1012.2,60.0,324,26.5,1.1,1259,36.0,0
2025-05-04T20:53:45.616000+00:00,10033,1012.1,60.0,288,26.5,1.2,1259,36.0,0
2025-05-04T20:54:45.616000+00:00,10033,1012.2,59.0,335,26.4,0.7,1259,36.4,1
2025-05-04T20:55:45.627000+00:00,10033,1012.1,60.0,300,26.4,1.4,1259,35.8,1
2025-05-04T20:56:45.621000+00:00,10033,1012.3,61.0,300,26.3,1.1,1259,35.5,0
2025-05-04T20:57:45.622000+00:00,10033,1012.3,61.0,329,26.2,0.9,1259,36.1,0
2025-05-04T20:58:45.633000+00:00,10033,1012.3,61.0,311,26.2,0.9,1259,36.1,0
2025-05-04T20:59:45.641000+00:00,10033,1012.3,61.0,322,26.1,1.2,1259,35.9,0
2025-05-04T21:00:45.621000+00:00,10033,1012.3,62.0,309,26.1,1.1,1259,35.8,0
2025-05-04T21:01:45.630000+00:00,10033,1012.2,63.0,309,26.1,1.8,1259,35.5,0
2025-05-04T21:02:45.619000+00:00,10033,1012.2,62.0,306,26.1,1.5,1259,35.7,0
2025-05-04T21:03:45.620000+00:00,10033,1012.3,62.0,301,26.1,0.9,1259,36.0,0
2025-05-04T21:04:45.642000+00:00,10033,1012.3,62.0,301,26.2,0.9,1259,36.0,0
2025-05-04T21:05:45.642000+00:00,10033,1012.3,63.0,335,26.2,1.0,1259,35.7,0
2025-05-04T21:06:45.639000+00:00,10033,1012.3,63.0,309,26.2,1.0,1259,35.7,0
2025-05-04T21:07:45.642000+00:00,10033,1012.4,63.0,351,26.2,1.2,1259,35.5,0
2025-05-04T21:08:45.646000+00:00,10033,1012.3,64.0,307,26.2,0.9,1259,35.1,0
2025-05-04T21:09:45.656000+00:00,10033,1012.2,64.0,353,26.1,0.8,1259,34.9,0
2025-05-04T21:10:45.663000+00:00,10033,1012.2,64.0,345,26.1,0.0,1259,34.9,0
2025-05-04T21:11:45.660000+00:00,10033,1012.2,65.0,305,26.0,0.5,1259,35.2,0
2025-05-04T21:12:45.660000+00:00,10033,1012.1,64.0,318,26.0,0.9,1259,35.3,0
2025-05-04T21:13:45.684000+00:00,10033,1012.1,64.0,0,26.0,0.6,1259,35.6,0
2025-05-04T21:14:45.697000+00:00,10033,1012.1,63.0,211,26.0,0.0,1259,35.8,0
2025-05-04T21:15:45.699000+00:00,10033,1011.9,64.0,65,26.0,0.4,1259,35.7,0
2025-05-04T21:16:45.684000+00:00,10033,1011.7,64.0,5,26.0,0.8,1259,35.4,0
2025-05-04T21:17:45.692000+00:00,10033,1011.7,64.0,296,26.1,1.0,1259,35.3,0
2025-05-04T21:18:45.694000+00:00,10033,1011.6,64.0,313,26.0,1.1,1259,35.3,0
2025-05-04T21:19:45.707000+00:00,10033,1011.7,64.0,291,26.0,1.1,1259,35.3,0
2025-05-04T21:20:45.699000+00:00,10033,1011.6,64.0,276,26.1,1.3,1259,35.0,0
2025-05-04T21:21:45.736000+00:00,10033,1011.7,65.0,294,26.0,0.9,1259,35.0,0
2025-05-04T21:22:45.727000+00:00,10033,1011.7,64.0,317,26.0,0.5,1259,35.1,0
2025-05-04T21:23:45.753000+00:00,10033,1011.7,64.0,339,26.0,1.1,1259,35.0,0
2025-05-04T21:24:45.737000+00:00,10033,1011.8,64.0,341,26.0,0.7,1259,34.9,0
2025-05-04T21:25:45.747000+00:00,10033,1011.8,64.0,346,25.9,1.0,1259,34.9,0
2025-05-04T21:26:45.766000+00:00,10033,1011.9,64.0,321,26.0,0.9,1259,35.0,0
2025-05-04T21:27:45.754000+00:00,10033,1011.9,64.0,321,26.0,1.3,1259,34.8,0
2025-05-04T21:28:45.776000+00:00,10033,1011.9,64.0,0,25.9,1.1,1259,34.9,0
2025-05-04T21:29:45.785000+00:00,10033,1012.0,64.0,327,25.9,0.7,1259,34.9,0
2025-05-04T21:30:45.802000+00:00,10033,1011.9,64.0,318,25.9,0.8,1259,34.9,0
2025-05-04T21:31:45.817000+00:00,10033,1012.0,64.0,329,26.0,0.9,1259,34.9,0
2025-05-04T21:32:45.819000+00:00,10033,1012.0,64.0,324,26.0,1.4,1259,34.9,0
2025-05-04T21:33:45.814000+00:00,10033,1012.0,65.0,329,26.0,0.9,1259,34.9,0
2025-05-04T21:34:45.829000+00:00,10033,1011.9,65.0,336,25.9,1.1,1259,34.9,0
